iter	Logloss
326	0.1261248154
327	0.1261118107
328	0.1260976589
329	0.1260512286
330	0.1260088761
331	0.1259954094
332	0.1259508507
333	0.1259300111
334	0.1259169341
335	0.1258964479
336	0.1258895402
337	0.1258437839
338	0.1258047419
339	0.125793778
340	0.1257471225
341	0.1257414619
342	0.125731022
343	0.1257265502
344	0.1257217888
345	0.1257106831
346	0.1257057955
347	0.1257018343
348	0.125684099
349	0.125645488
350	0.1256335551
351	0.125618883
352	0.1256084259
353	0.1255726542
354	0.125564042
355	0.1255403639
356	0.1255048995
357	0.125470236
358	0.1254564116
359	0.1254429958
360	0.1254390202
361	0.1254355924
362	0.1253952553
363	0.1253863097
364	0.1253713677
365	0.1253556625
366	0.1253412247
367	0.125303777
368	0.1252892995
369	0.1252792651
370	0.1252752658
371	0.1252391735
372	0.1252257557
373	0.1252126343
374	0.1251991078
375	0.1251911947
376	0.1251845544
377	0.1251615358
378	0.1251294265
379	0.1251190935
380	0.1251152672
381	0.1251028772
382	0.1250930193
383	0.1250837192
384	0.125065559
385	0.1250557405
386	0.1250431217
387	0.1250328259
388	0.1250182315
389	0.1250107907
390	0.125002272
391	0.1249914688
392	0.1249886288
393	0.124961038
394	0.1249515812
395	0.1249226323
396	0.1248934375
397	0.124886632
398	0.1248621268
399	0.1248501495
400	0.1248441123
401	0.1248382565
402	0.1248296763
403	0.1248100691
404	0.1248073455
405	0.1247978048
406	0.1247832711
407	0.124756141
408	0.1247223951
409	0.1247184357
410	0.1246835653
411	0.1246753512
412	0.1246723441
413	0.1246593713
414	0.1246477366
415	0.1246451129
416	0.124640922
417	0.1246211307
418	0.1246076849
419	0.1245996255
420	0.124569454
421	0.1245595509
422	0.1245522379
423	0.1245426412
424	0.1245348338
425	0.1245321298
426	0.1245240965
427	0.1245158755
428	0.1245011761
429	0.1244955546
430	0.124492979
431	0.1244590676
432	0.1244531486
433	0.1244207817
434	0.1243960504
435	0.124385337
436	0.1243827512
437	0.1243739236
438	0.1243667674
439	0.1243360828
440	0.1243290422
441	0.1243123891
442	0.1242831013
443	0.124255288
444	0.1242439431
445	0.1242197165
446	0.1242143306
447	0.124205643
448	0.1241981322
449	0.1241914425
450	0.1241824929
451	0.1241744164
452	0.1241670896
453	0.1241577131
454	0.1241554803
455	0.1241478196
456	0.1241465336
457	0.124139644
458	0.1241158543
459	0.1241125301
460	0.1241026461
461	0.1240913062
462	0.1240832315
463	0.1240759996
464	0.1240655203
465	0.1240627605
466	0.1240521398
467	0.1240506375
468	0.1240277798
469	0.1240235127
470	0.1240168223
471	0.1240125178
472	0.1239852394
473	0.1239706482
474	0.1239643707
475	0.1239620014
476	0.1239390574
477	0.1239365929
478	0.123933682
479	0.1239139233
480	0.1238930397
481	0.1238829347
482	0.1238769075
483	0.1238552158
484	0.1238390224
485	0.1238325588
486	0.1238287397
487	0.1238256558
488	0.123818887
489	0.1238005683
490	0.1237913636
491	0.1237883446
492	0.12378199
493	0.1237684217
494	0.1237659189
495	0.1237507471
496	0.1237480331
497	0.1237401697
498	0.1237294928
499	0.1237092389
500	0.1237016109
501	0.1236914233
502	0.1236871026
503	0.1236818801
504	0.1236587228
505	0.1236529841
506	0.1236313963
507	0.1236243672
508	0.1236192722
509	0.1236139247
510	0.1236115871
511	0.1236085794
512	0.1236031821
513	0.1235977925
514	0.1235858033
515	0.1235642264
516	0.1235594536
517	0.1235461903
518	0.1235253235
519	0.1235232484
520	0.1235004881
521	0.1234893707
522	0.1234816412
523	0.1234597333
524	0.1234475547
525	0.1234285585
526	0.1234113328
527	0.1234075075
528	0.1234011883
529	0.1233971865
530	0.1233928247
531	0.1233851242
532	0.1233827639
533	0.1233757659
534	0.123369089
535	0.1233607795
536	0.1233584361
537	0.1233469472
538	0.1233394776
539	0.1233185568
540	0.1233168122
541	0.1233158089
542	0.1233134148
543	0.1232926214
544	0.1232853785
545	0.1232689523
546	0.1232666843
547	0.1232586007
548	0.1232563273
549	0.1232541577
550	0.1232511073
551	0.1232433535
552	0.1232410429
553	0.1232387463
554	0.1232366239
555	0.1232202226
556	0.1232179412
557	0.1232158292
558	0.1232136531
559	0.1232118873
560	0.1231974538
561	0.1231831149
562	0.1231801958
563	0.1231741949
564	0.1231679885
565	0.1231616141
566	0.1231538027
567	0.1231499734
568	0.1231424113
569	0.1231401614
570	0.1231237781
571	0.1231175082
572	0.1231003536
573	0.1230978589
574	0.1230833623
575	0.1230746049
576	0.123062829
577	0.1230557777
578	0.1230482153
579	0.1230375288
580	0.1230272274
581	0.1230252097
582	0.12302245
583	0.1230137324
584	0.1230068404
585	0.1230037125
586	0.1230017967
587	0.1229821137
588	0.1229755539
589	0.1229733861
590	0.1229544852
591	0.1229522637
592	0.1229355229
593	0.1229282396
594	0.1229141599
595	0.1228935617
596	0.122887123
597	0.1228811251
598	0.1228758396
599	0.1228685803
600	0.1228560335
601	0.1228538047
602	0.1228369734
603	0.1228304452
604	0.1228142171
605	0.1228094051
606	0.1228028059
607	0.1227961328
608	0.1227880267
609	0.1227827315
610	0.1227647778
611	0.1227616637
612	0.1227467001
613	0.1227417862
614	0.1227398468
615	0.1227367988
616	0.1227329191
617	0.1227277506
618	0.1227248651
619	0.1227229464
620	0.1227211299
621	0.1227092006
622	0.1227073987
623	0.1227000189
624	0.1226932234
625	0.1226883964
626	0.1226786898
627	0.1226767863
628	0.1226611426
629	0.1226518461
630	0.1226348415
631	0.1226284012
632	0.1226243735
633	0.1226174669
634	0.1226131868
635	0.1225968045
636	0.1225859145
637	0.122579639
638	0.1225728869
639	0.1225705115
640	0.1225661987
641	0.1225595526
642	0.1225544245
643	0.1225521167
644	0.1225460108
645	0.1225442039
646	0.1225312828
647	0.1225268164
648	0.1225247007
649	0.1225188061
650	0.1225112195
651	0.1225063015
652	0.1224907949
653	0.1224763507
654	0.1224707933
655	0.1224686575
656	0.1224596555
657	0.1224471123
658	0.1224365296
659	0.1224318774
660	0.1224299321
661	0.1224271956
662	0.1224218033
663	0.1224155674
664	0.1224086937
665	0.1224066234
666	0.1224030826
667	0.122388799
668	0.122384485
669	0.1223747453
670	0.1223691815
671	0.1223671404
672	0.1223551763
673	0.1223405613
674	0.1223353429
675	0.1223253967
676	0.1223189833
677	0.1223140753
678	0.1223132594
679	0.1223074469
680	0.1223026269
681	0.1223005594
682	0.1222924183
683	0.1222804958
684	0.1222750898
685	0.12225792
686	0.1222523393
687	0.122250167
688	0.1222475332
689	0.1222418175
690	0.1222387515
691	0.1222313799
692	0.1222175578
693	0.122209127
694	0.1222063513
695	0.1222043183
696	0.1221974158
697	0.1221955887
698	0.1221916398
699	0.1221896077
700	0.1221844525
701	0.1221756269
702	0.122173164
703	0.1221655744
704	0.1221611785
705	0.1221603856
706	0.1221490387
707	0.1221471766
708	0.122138236
709	0.122136406
710	0.1221307135
711	0.1221247688
712	0.1221227898
713	0.122112903
714	0.1221075655
715	0.1221057543
716	0.122092255
717	0.122082331
718	0.122080649
719	0.1220783815
720	0.1220669979
721	0.1220567847
722	0.1220480043
723	0.122040616
724	0.1220340789
725	0.1220255732
726	0.1220219599
727	0.1220194673
728	0.1220162278
729	0.1220038212
730	0.1219966583
731	0.1219839158
732	0.121979753
733	0.1219719401
734	0.1219667614
735	0.1219607807
736	0.1219554427
737	0.1219489308
738	0.121945159
739	0.1219393186
740	0.1219279841
741	0.1219270506
742	0.1219233259
743	0.1219202298
744	0.1219167839
745	0.1219127189
746	0.1219022541
747	0.1219001325
748	0.1218953883
749	0.1218911655
750	0.1218898767
751	0.1218873732
752	0.1218782881
753	0.1218684567
754	0.1218575738
755	0.1218556646
756	0.1218512344
757	0.1218494939
758	0.1218423926
759	0.1218354609
760	0.1218258957
761	0.121812945
762	0.1218077652
763	0.1218058072
764	0.1218001857
765	0.1217872588
766	0.1217862369
767	0.1217820423
768	0.1217768717
769	0.1217713368
770	0.1217689505
771	0.1217679696
772	0.1217589321
773	0.1217570504
774	0.1217533347
775	0.1217384749
776	0.1217345516
777	0.1217266166
778	0.1217222078
779	0.1217173486
780	0.1217100886
781	0.1217013812
782	0.1216884573
783	0.1216781241
784	0.121663909
785	0.1216592561
786	0.1216574257
787	0.1216533104
788	0.1216491063
789	0.1216456777
790	0.1216386433
791	0.121636138
792	0.1216344753
793	0.121632551
794	0.1216310429
795	0.1216274872
796	0.1216224041
797	0.1216193226
798	0.1216167116
799	0.1216101068
800	0.1216072481
801	0.1216026567
802	0.121598175
803	0.1215847183
804	0.1215752395
805	0.1215705806
806	0.1215689482
807	0.121566564
808	0.1215525693
809	0.1215470836
810	0.1215415611
811	0.1215394915
812	0.1215301082
813	0.1215275794
814	0.1215223267
815	0.121517951
816	0.1215164017
817	0.1215117632
818	0.121502467
819	0.1214969851
820	0.1214843318
821	0.1214834809
822	0.1214757823
823	0.1214700507
824	0.1214643392
825	0.121460045
826	0.1214555083
827	0.1214536983
828	0.1214457104
829	0.1214412211
830	0.121434214
831	0.1214279513
832	0.1214265722
833	0.1214205749
834	0.1214157051
835	0.1214108363
836	0.1214061776
837	0.1213955276
838	0.121393298
839	0.1213892286
840	0.1213793397
841	0.1213756894
842	0.1213640565
843	0.1213565725
844	0.1213520361
845	0.1213458115
846	0.1213364161
847	0.1213330592
848	0.1213307493
849	0.1213240381
850	0.1213170436
851	0.1213088576
852	0.1212969007
853	0.1212857821
854	0.1212792978
855	0.1212677886
856	0.1212659741
857	0.1212615991
858	0.1212583254
859	0.1212532461
860	0.1212402749
861	0.1212355265
862	0.1212290566
863	0.1212226358
864	0.1212158446
865	0.1212136699
866	0.1212086604
867	0.121197556
868	0.1211871177
869	0.1211845506
870	0.121183534
871	0.1211815869
872	0.1211768467
873	0.1211718454
874	0.1211604582
875	0.1211557467
876	0.1211465937
877	0.12114246
878	0.1211362809
879	0.1211347311
880	0.1211331739
881	0.1211320385
882	0.1211280437
883	0.1211151618
884	0.1211085053
885	0.121105087
886	0.1210996691
887	0.1210933716
888	0.1210825685
889	0.1210793541
890	0.1210671187
891	0.1210604815
892	0.1210571148
893	0.1210555814
894	0.1210518033
895	0.1210504833
896	0.1210465242
897	0.121041036
898	0.121035522
899	0.1210285891
900	0.1210268093
901	0.1210228479
902	0.1210214473
903	0.1210126287
904	0.121001707
905	0.1209992028
906	0.1209955425
907	0.1209918385
908	0.1209870623
909	0.1209812541
910	0.1209775633
911	0.1209701703
912	0.1209687449
913	0.1209650342
914	0.1209634254
915	0.1209598252
916	0.1209530092
917	0.1209526122
918	0.1209480403
919	0.1209447935
920	0.1209430509
921	0.1209316369
922	0.1209238932
923	0.1209209244
924	0.1209146905
925	0.1209077172
926	0.1209043502
927	0.1209003234
928	0.1208962716
929	0.1208915505
930	0.1208829606
931	0.1208812473
932	0.1208801534
933	0.1208771695
934	0.1208754149
935	0.1208659023
936	0.1208595389
937	0.1208531438
938	0.120845892
939	0.1208372191
940	0.1208357122
941	0.1208258356
942	0.1208249761
943	0.1208234694
944	0.1208203498
945	0.1208164899
946	0.1208108711
947	0.1208086792
948	0.1208069471
949	0.1207978199
950	0.1207961664
951	0.1207877047
952	0.1207828748
953	0.1207728429
954	0.1207704446
955	0.1207638531
956	0.1207614274
957	0.1207503402
958	0.1207388166
959	0.1207317381
960	0.1207252623
961	0.1207214443
962	0.1207162475
963	0.1207145004
964	0.1207087781
965	0.1207057193
966	0.1206994512
967	0.1206959953
968	0.1206921283
969	0.1206867979
970	0.1206842373
971	0.1206719536
972	0.1206705489
973	0.1206603922
974	0.120650585
975	0.1206480686
976	0.1206434501
977	0.1206382433
978	0.120630445
979	0.1206290215
980	0.1206246303
981	0.1206193787
982	0.1206165333
983	0.1206142589
984	0.1206035718
985	0.1205950751
986	0.1205876726
987	0.1205855701
988	0.1205778015
989	0.1205755405
990	0.1205691708
991	0.1205655586
992	0.1205604082
993	0.1205567624
994	0.120555298
995	0.1205479571
996	0.1205457267
997	0.1205369754
998	0.120531141
999	0.120527692
1000	0.1205247529
1001	0.1205220416
1002	0.1205156772
1003	0.1205112542
1004	0.1205062758
1005	0.1205003813
1006	0.1204974402
1007	0.120494705
1008	0.1204852961
1009	0.1204836338
1010	0.120476764
1011	0.1204720689
1012	0.1204699042
1013	0.1204622922
1014	0.1204598605
1015	0.1204516823
1016	0.120450233
1017	0.1204457661
1018	0.1204414141
1019	0.1204372742
1020	0.1204331365
1021	0.1204283716
1022	0.1204175051
1023	0.1204153246
1024	0.1204139694
1025	0.1204107819
1026	0.1204068273
1027	0.1203971783
1028	0.1203933233
1029	0.1203815641
1030	0.1203786908
1031	0.1203742654
1032	0.1203682061
1033	0.1203606183
1034	0.1203511417
1035	0.1203484229
1036	0.1203451978
1037	0.1203423402
1038	0.1203358218
1039	0.120330528
1040	0.1203270013
1041	0.1203216766
1042	0.1203182795
1043	0.120314548
1044	0.120311393
1045	0.1203063694
1046	0.1203019994
1047	0.1202939288
1048	0.1202899467
1049	0.1202875521
1050	0.1202840003
1051	0.120281095
1052	0.120277259
1053	0.1202692778
1054	0.1202535846
1055	0.1202508541
1056	0.1202496157
1057	0.1202472142
1058	0.1202420502
1059	0.1202345628
1060	0.1202305907
1061	0.1202296672
1062	0.1202269581
1063	0.1202213613
1064	0.1202175914
1065	0.1202144259
1066	0.1202102473
1067	0.1202057503
1068	0.1202024107
1069	0.120199502
1070	0.120193803
1071	0.1201900206
1072	0.1201822433
1073	0.1201771681
1074	0.1201714267
1075	0.120164844
1076	0.1201615006
1077	0.1201536237
1078	0.1201495134
1079	0.1201469584
1080	0.1201440739
1081	0.1201376716
1082	0.1201362018
1083	0.1201324066
1084	0.1201311176
1085	0.1201295267
1086	0.1201200612
1087	0.1201146585
1088	0.1201136445
1089	0.1201068322
1090	0.1201024012
1091	0.1200986891
1092	0.1200947392
1093	0.120089249
1094	0.1200866175
1095	0.1200768248
1096	0.1200704597
1097	0.1200657897
1098	0.1200628609
1099	0.1200595138
1100	0.1200569282
1101	0.1200520837
1102	0.1200495468
1103	0.1200470033
1104	0.120035688
1105	0.1200229769
1106	0.1200228029
1107	0.120019219
1108	0.1200178181
1109	0.1200150133
1110	0.1200107981
1111	0.1200044089
1112	0.120000346
1113	0.1199981292
1114	0.1199941417
1115	0.119991957
1116	0.1199810609
1117	0.1199791622
1118	0.119977408
1119	0.1199684648
1120	0.1199651207
1121	0.1199545819
1122	0.1199478464
1123	0.1199436484
1124	0.1199396598
1125	0.1199383604
1126	0.1199362729
1127	0.1199292349
1128	0.1199211422
1129	0.1199136095
1130	0.1199081874
1131	0.1198992629
1132	0.1198900434
1133	0.1198823848
1134	0.1198784094
1135	0.1198734716
1136	0.1198692689
1137	0.1198644872
1138	0.1198628288
1139	0.1198592048
1140	0.1198577347
1141	0.119852816
1142	0.1198481613
1143	0.1198437503
1144	0.1198358623
1145	0.1198323681
1146	0.1198311227
1147	0.1198297667
1148	0.1198253536
1149	0.1198187876
1150	0.1198154985
1151	0.1198096799
1152	0.1198028498
1153	0.1197980971
1154	0.1197955949
1155	0.1197931652
1156	0.1197889769
1157	0.1197817232
1158	0.1197752749
1159	0.1197706034
1160	0.1197677469
1161	0.1197634725
1162	0.119758476
1163	0.1197548905
1164	0.1197485526
1165	0.1197439129
1166	0.1197401145
1167	0.1197387881
1168	0.1197362481
1169	0.11973366
1170	0.1197274769
1171	0.1197238738
1172	0.1197184404
1173	0.1197146926
1174	0.1197099313
1175	0.1197078948
1176	0.1197051039
1177	0.1196994589
1178	0.1196959515
1179	0.1196914453
1180	0.1196845793
1181	0.1196801759
1182	0.1196759539
1183	0.1196735382
1184	0.1196702944
1185	0.1196600217
1186	0.1196557333
1187	0.1196489211
1188	0.1196435059
1189	0.1196422763
1190	0.1196333504
1191	0.1196325184
1192	0.1196261825
1193	0.1196188742
1194	0.1196154631
1195	0.1196084947
1196	0.1196020177
1197	0.1195962339
1198	0.1195889198
1199	0.1195871408
1200	0.1195820204
1201	0.1195774618
1202	0.1195682733
1203	0.1195651477
1204	0.1195625809
1205	0.1195581024
1206	0.11955489
1207	0.1195516197
1208	0.1195485498
1209	0.1195428797
1210	0.1195411751
1211	0.1195375441
1212	0.1195351335
1213	0.1195306051
1214	0.1195288326
1215	0.1195249966
1216	0.1195224102
1217	0.119515359
1218	0.1195073022
1219	0.119499551
1220	0.1194971615
1221	0.1194929696
1222	0.1194842922
1223	0.119479431
1224	0.1194749954
1225	0.1194726162
1226	0.1194680068
1227	0.1194643655
1228	0.1194573132
1229	0.1194560137
1230	0.1194528757
1231	0.119448449
1232	0.1194475455
1233	0.1194391281
1234	0.1194363123
1235	0.1194271528
1236	0.1194208508
1237	0.1194180587
1238	0.1194143904
1239	0.1194112804
1240	0.1194107636
1241	0.1194086666
1242	0.1194050777
1243	0.1193949032
1244	0.1193925035
1245	0.1193892147
1246	0.1193864047
1247	0.1193823789
1248	0.1193791009
1249	0.119378171
1250	0.1193757633
1251	0.1193745203
1252	0.1193694264
1253	0.1193680754
1254	0.1193609517
1255	0.1193581894
1256	0.1193537132
1257	0.1193519646
1258	0.1193490151
1259	0.119342838
1260	0.1193382557
1261	0.1193347015
1262	0.1193330731
1263	0.1193266745
1264	0.1193194845
1265	0.119317177
1266	0.1193135657
1267	0.1193082613
1268	0.1193058198
1269	0.1193019053
1270	0.1192999143
1271	0.1192956284
1272	0.1192926736
1273	0.1192913221
1274	0.119287815
1275	0.1192829129
1276	0.1192776205
1277	0.1192723652
1278	0.1192690523
1279	0.119257673
1280	0.1192542967
1281	0.1192482662
1282	0.1192438306
1283	0.1192396718
1284	0.1192294813
1285	0.119227028
1286	0.1192214826
1287	0.1192148282
1288	0.1192127605
1289	0.119210398
1290	0.1192081578
1291	0.1192057147
1292	0.119201405
1293	0.1191974987
1294	0.1191927032
1295	0.1191824819
1296	0.1191769304
1297	0.1191744224
1298	0.1191731548
1299	0.1191695605
1300	0.1191664946
1301	0.1191627505
1302	0.1191612812
1303	0.1191531627
1304	0.1191493493
1305	0.11914788
1306	0.1191474221
1307	0.1191444273
1308	0.1191433005
1309	0.1191383436
1310	0.1191323492
1311	0.1191263811
1312	0.1191215134
1313	0.1191165027
1314	0.1191154781
1315	0.1191124891
1316	0.1191072027
1317	0.1191021387
1318	0.1190988945
1319	0.1190963131
1320	0.1190947691
1321	0.1190930453
1322	0.1190865971
1323	0.119082595
1324	0.1190745453
1325	0.1190725084
1326	0.1190625677
1327	0.1190603832
1328	0.1190576274
1329	0.119054388
1330	0.1190504444
1331	0.1190478252
1332	0.1190436647
1333	0.1190390366
1334	0.1190305596
1335	0.1190259044
1336	0.1190237754
1337	0.1190173391
1338	0.1190132274
1339	0.1190113215
1340	0.1190091696
1341	0.1190005342
1342	0.118996154
1343	0.1189922981
1344	0.1189857559
1345	0.1189821435
1346	0.1189797382
1347	0.1189770698
1348	0.1189734875
1349	0.1189708036
1350	0.1189629026
1351	0.1189570684
1352	0.1189534806
1353	0.1189501288
1354	0.1189386983
1355	0.1189375026
1356	0.1189359865
1357	0.1189345468
1358	0.1189317079
1359	0.1189304605
1360	0.1189213454
1361	0.118915498
1362	0.1189122772
1363	0.1189036802
1364	0.1189014041
1365	0.1189001808
1366	0.1188971927
1367	0.1188938831
1368	0.1188913447
1369	0.1188899807
1370	0.1188869499
1371	0.1188846531
1372	0.1188807983
1373	0.1188737079
1374	0.1188686118
1375	0.118864822
1376	0.1188586417
1377	0.1188530549
1378	0.1188522079
1379	0.1188510932
1380	0.1188435348
1381	0.1188391905
1382	0.118833697
1383	0.118821473
1384	0.1188173864
1385	0.118813504
1386	0.1188103356
1387	0.1188088981
1388	0.118807667
1389	0.1188060747
1390	0.1187998606
1391	0.1187971968
1392	0.1187941908
1393	0.118788075
1394	0.1187820779
1395	0.1187793999
1396	0.1187773269
1397	0.1187695999
1398	0.118767439
1399	0.1187661386
1400	0.1187619271
1401	0.1187564681
1402	0.1187530231
1403	0.1187492735
1404	0.1187479323
1405	0.1187420758
1406	0.1187403281
1407	0.1187366543
1408	0.1187291022
1409	0.1187224642
1410	0.118719776
1411	0.1187162451
1412	0.1187144328
1413	0.1187089174
1414	0.1187053376
1415	0.1187000113
1416	0.118697363
1417	0.1186913365
1418	0.1186855917
1419	0.1186789262
1420	0.118675237
1421	0.1186700736
1422	0.1186653866
1423	0.1186591279
1424	0.1186563474
1425	0.1186530822
1426	0.1186487693
1427	0.1186439948
1428	0.118642719
1429	0.1186403191
1430	0.1186349076
1431	0.1186332052
1432	0.1186312022
1433	0.118625834
1434	0.1186201005
1435	0.1186124789
1436	0.1186103243
1437	0.1186093284
1438	0.1186040592
1439	0.118595684
1440	0.1185879849
1441	0.1185832927
1442	0.1185807781
1443	0.1185773578
1444	0.1185739365
1445	0.1185687202
1446	0.1185664233
1447	0.1185629748
1448	0.118560931
1449	0.118553381
1450	0.1185519601
1451	0.1185466764
1452	0.1185454411
1453	0.1185442586
1454	0.1185400729
1455	0.118534366
1456	0.118533082
1457	0.1185286196
1458	0.1185253028
1459	0.1185240642
1460	0.1185180086
1461	0.1185122181
1462	0.1185088325
1463	0.1185060923
1464	0.1185030148
1465	0.118500023
1466	0.1184989202
1467	0.1184965482
1468	0.1184915619
1469	0.1184883248
1470	0.1184845578
1471	0.1184790602
1472	0.1184766264
1473	0.1184730799
1474	0.1184704964
1475	0.118469623
1476	0.1184675386
1477	0.1184655829
1478	0.1184596969
1479	0.1184535145
1480	0.118449692
1481	0.1184463139
1482	0.1184440077
1483	0.1184411025
1484	0.1184385004
1485	0.1184309983
1486	0.1184289259
1487	0.1184259305
1488	0.1184179352
1489	0.1184151969
1490	0.1184137606
1491	0.1184116586
1492	0.1184103225
1493	0.1184085408
1494	0.1184054021
1495	0.1184008782
1496	0.1183933731
1497	0.1183861952
1498	0.1183841775
1499	0.1183824082
1500	0.1183727688
1501	0.1183702085
1502	0.1183684292
1503	0.1183589048
1504	0.1183579841
1505	0.1183518717
1506	0.1183472943
1507	0.1183452457
1508	0.1183397119
1509	0.118335991
1510	0.1183336352
1511	0.118331679
1512	0.1183298184
