iter	Passed	Remaining
1676	12672	62895
1677	12679	62883
1678	12689	62889
1679	12696	62876
1680	12704	62873
1681	12711	62864
1682	12720	62860
1683	12727	62850
1684	12735	62845
1685	12741	62832
1686	12750	62831
1687	12757	62819
1688	12766	62818
1689	12773	62811
1690	12782	62809
1691	12790	62801
1692	12798	62797
1693	12807	62795
1694	12816	62795
1695	12824	62789
1696	12832	62786
1697	12841	62783
1698	12849	62782
1699	12857	62772
1700	12864	62763
1701	12870	62750
1702	12877	62737
1703	12884	62727
1704	12890	62713
1705	12897	62704
1706	12904	62691
1707	12911	62682
1708	12919	62675
1709	12925	62663
1710	12932	62652
1711	12939	62639
1712	12946	62630
1713	12952	62616
1714	12959	62604
1715	12965	62592
1716	12971	62577
1717	12978	62567
1718	12985	62553
1719	12991	62538
1720	12998	62532
1721	13004	62516
1722	13012	62511
1723	13019	62501
1724	13027	62492
1725	13033	62478
1726	13039	62463
1727	13046	62452
1728	13052	62437
1729	13059	62430
1730	13066	62419
1731	13073	62407
1732	13080	62397
1733	13086	62385
1734	13093	62375
1735	13100	62362
1736	13107	62352
1737	13114	62340
1738	13120	62327
1739	13127	62318
1740	13134	62308
1741	13141	62299
1742	13147	62283
1743	13153	62267
1744	13160	62256
1745	13166	62242
1746	13173	62233
1747	13180	62221
1748	13186	62208
1749	13193	62197
1750	13199	62183
1751	13206	62173
1752	13212	62160
1753	13218	62145
1754	13226	62136
1755	13233	62126
1756	13240	62117
1757	13246	62102
1758	13252	62088
1759	13258	62075
1760	13265	62062
1761	13272	62053
1762	13278	62038
1763	13284	62024
1764	13291	62012
1765	13297	61997
1766	13303	61986
1767	13309	61972
1768	13316	61958
1769	13323	61950
1770	13331	61943
1771	13338	61936
1772	13344	61922
1773	13351	61912
1774	13358	61898
1775	13364	61884
1776	13371	61876
1777	13377	61861
1778	13383	61848
1779	13389	61833
1780	13395	61819
1781	13402	61808
1782	13408	61794
1783	13414	61778
1784	13421	61768
1785	13427	61754
1786	13434	61745
1787	13442	61738
1788	13448	61726
1789	13455	61713
1790	13461	61699
1791	13468	61690
1792	13474	61677
1793	13481	61664
1794	13487	61650
1795	13493	61636
1796	13500	61625
1797	13506	61612
1798	13512	61598
1799	13519	61589
1800	13525	61576
1801	13534	61572
1802	13540	61558
1803	13547	61547
1804	13554	61540
1805	13561	61530
1806	13568	61520
1807	13574	61506
1808	13581	61495
1809	13587	61482
1810	13593	61468
1811	13600	61458
1812	13607	61445
1813	13614	61436
1814	13620	61422
1815	13626	61409
1816	13634	61402
1817	13640	61387
1818	13647	61379
1819	13654	61370
1820	13660	61357
1821	13667	61345
1822	13673	61331
1823	13680	61320
1824	13686	61308
1825	13695	61307
1826	13702	61295
1827	13708	61284
1828	13715	61272
1829	13722	61264
1830	13729	61252
1831	13735	61241
1832	13742	61230
1833	13749	61218
1834	13756	61212
1835	13763	61202
1836	13770	61192
1837	13776	61179
1838	13783	61165
1839	13789	61154
1840	13795	61141
1841	13803	61133
1842	13809	61121
1843	13816	61110
1844	13823	61098
1845	13829	61085
1846	13837	61082
1847	13845	61077
1848	13855	61077
1849	13862	61070
1850	13871	61068
1851	13880	61067
1852	13888	61064
1853	13897	61060
1854	13906	61061
1855	13915	61059
1856	13923	61053
1857	13930	61046
1858	13937	61035
1859	13943	61022
1860	13951	61014
1861	13957	61002
1862	13964	60990
1863	13971	60982
1864	13977	60970
1865	13984	60961
1866	13991	60948
1867	13998	60939
1868	14004	60926
1869	14010	60914
1870	14018	60904
1871	14025	60895
1872	14032	60889
1873	14039	60877
1874	14046	60868
1875	14053	60858
1876	14059	60846
1877	14067	60839
1878	14074	60830
1879	14082	60825
1880	14089	60813
1881	14097	60807
1882	14104	60799
1883	14112	60795
1884	14119	60786
1885	14126	60773
1886	14132	60763
1887	14139	60750
1888	14146	60743
1889	14153	60731
1890	14160	60723
1891	14167	60715
1892	14174	60705
1893	14181	60695
1894	14187	60680
1895	14194	60671
1896	14200	60656
1897	14206	60643
1898	14213	60631
1899	14219	60618
1900	14226	60608
1901	14232	60595
1902	14238	60582
1903	14245	60574
1904	14251	60561
1905	14258	60550
1906	14264	60537
1907	14271	60525
1908	14278	60515
1909	14284	60505
1910	14292	60496
1911	14298	60483
1912	14304	60469
1913	14311	60460
1914	14317	60447
1915	14324	60437
1916	14330	60423
1917	14336	60410
1918	14343	60401
1919	14349	60387
1920	14355	60375
1921	14362	60362
1922	14368	60350
1923	14376	60344
1924	14383	60336
1925	14391	60328
1926	14397	60315
1927	14403	60303
1928	14410	60292
1929	14416	60278
1930	14423	60269
1931	14429	60256
1932	14435	60243
1933	14442	60233
1934	14448	60219
1935	14454	60208
1936	14460	60194
1937	14466	60181
1938	14473	60172
1939	14480	60162
1940	14487	60152
1941	14493	60140
1942	14500	60127
1943	14507	60119
1944	14514	60108
1945	14521	60098
1946	14527	60086
1947	14533	60073
1948	14540	60063
1949	14546	60052
1950	14554	60043
1951	14560	60030
1952	14566	60018
1953	14573	60008
1954	14579	59995
1955	14586	59986
1956	14593	59976
1957	14600	59967
1958	14606	59955
1959	14612	59942
1960	14620	59933
1961	14626	59921
1962	14633	59914
1963	14639	59901
1964	14646	59889
1965	14653	59880
1966	14659	59867
1967	14666	59858
1968	14672	59846
1969	14679	59834
1970	14686	59825
1971	14693	59816
1972	14700	59807
1973	14706	59794
1974	14712	59781
1975	14719	59770
1976	14725	59757
1977	14732	59748
1978	14738	59736
1979	14744	59723
1980	14751	59711
1981	14757	59698
1982	14763	59686
1983	14770	59676
1984	14776	59664
1985	14784	59660
1986	14791	59651
1987	14798	59642
1988	14804	59628
1989	14810	59615
1990	14817	59605
1991	14823	59591
1992	14830	59584
1993	14836	59570
1994	14842	59557
1995	14849	59545
1996	14855	59533
1997	14862	59524
1998	14868	59511
1999	14874	59499
2000	14882	59492
2001	14889	59482
2002	14896	59474
2003	14902	59461
2004	14908	59449
2005	14915	59438
2006	14922	59429
2007	14931	59426
2008	14938	59419
2009	14946	59414
2010	14954	59408
2011	14963	59406
2012	14970	59400
2013	14979	59398
2014	14987	59392
2015	14996	59389
2016	15005	59388
2017	15014	59387
2018	15020	59375
2019	15028	59368
2020	15034	59358
2021	15041	59348
2022	15048	59338
2023	15055	59329
2024	15063	59323
2025	15070	59313
2026	15077	59307
2027	15084	59296
2028	15092	59290
2029	15098	59278
2030	15105	59267
2031	15112	59261
2032	15119	59250
2033	15126	59242
2034	15132	59228
2035	15139	59219
2036	15145	59206
2037	15151	59194
2038	15159	59186
2039	15165	59174
2040	15172	59167
2041	15179	59155
2042	15185	59144
2043	15192	59135
2044	15199	59125
2045	15208	59124
2046	15217	59121
2047	15225	59118
2048	15234	59115
2049	15242	59112
2050	15251	59109
2051	15259	59105
2052	15267	59100
2053	15275	59095
2054	15283	59089
2055	15291	59084
2056	15299	59077
2057	15308	59074
2058	15316	59073
2059	15325	59070
2060	15334	59067
2061	15342	59062
2062	15351	59060
2063	15359	59056
2064	15368	59055
2065	15376	59050
2066	15385	59048
2067	15393	59043
2068	15401	59039
2069	15408	59027
2070	15415	59018
2071	15423	59013
2072	15429	59003
2073	15436	58992
2074	15442	58980
2075	15450	58974
2076	15456	58962
2077	15464	58954
2078	15470	58944
2079	15477	58934
2080	15485	58926
2081	15491	58915
2082	15499	58908
2083	15505	58897
2084	15512	58888
2085	15520	58882
2086	15527	58871
2087	15534	58862
2088	15540	58850
2089	15547	58842
2090	15553	58831
2091	15560	58819
2092	15567	58811
2093	15573	58799
2094	15581	58794
2095	15588	58783
2096	15595	58774
2097	15601	58763
2098	15607	58750
2099	15615	58744
2100	15621	58731
2101	15629	58724
2102	15637	58719
2103	15647	58723
2104	15654	58715
2105	15666	58722
2106	15672	58710
2107	15681	58708
2108	15687	58696
2109	15695	58689
2110	15701	58676
2111	15707	58664
2112	15714	58654
2113	15720	58642
2114	15727	58633
2115	15734	58625
2116	15741	58616
2117	15747	58604
2118	15753	58592
2119	15761	58583
2120	15767	58571
2121	15773	58561
2122	15780	58549
2123	15786	58537
2124	15793	58529
2125	15799	58517
2126	15806	58507
2127	15813	58496
2128	15819	58484
2129	15825	58474
2130	15831	58461
2131	15838	58452
2132	15846	58443
2133	15852	58432
2134	15859	58424
2135	15866	58413
2136	15872	58403
2137	15878	58391
2138	15884	58378
2139	15892	58371
2140	15898	58359
2141	15905	58350
2142	15911	58337
2143	15917	58325
2144	15924	58316
2145	15930	58303
2146	15937	58293
2147	15944	58285
2148	15950	58272
2149	15958	58265
2150	15963	58252
2151	15971	58244
2152	15977	58231
2153	15983	58221
2154	15991	58215
2155	15998	58205
2156	16006	58202
2157	16014	58195
2158	16022	58190
2159	16030	58184
2160	16038	58180
2161	16046	58175
2162	16055	58174
2163	16063	58168
2164	16072	58165
2165	16080	58160
2166	16088	58156
2167	16095	58147
2168	16104	58143
2169	16111	58133
2170	16118	58125
2171	16124	58112
2172	16130	58100
2173	16137	58093
2174	16143	58081
2175	16150	58071
2176	16157	58062
2177	16163	58050
2178	16170	58040
2179	16176	58028
2180	16183	58019
2181	16189	58007
2182	16195	57995
2183	16203	57987
2184	16209	57975
2185	16216	57968
2186	16222	57955
2187	16228	57942
2188	16236	57936
2189	16242	57924
2190	16250	57918
2191	16257	57909
2192	16264	57899
2193	16270	57887
2194	16276	57875
2195	16283	57867
2196	16289	57855
2197	16296	57847
2198	16303	57835
2199	16309	57824
2200	16316	57816
2201	16322	57804
2202	16329	57793
2203	16335	57782
2204	16341	57770
2205	16348	57761
2206	16355	57751
2207	16361	57741
2208	16369	57734
2209	16376	57724
2210	16383	57715
2211	16389	57704
2212	16396	57695
2213	16402	57683
2214	16408	57671
2215	16415	57659
2216	16420	57646
2217	16427	57636
2218	16433	57624
2219	16439	57612
2220	16447	57608
2221	16453	57595
2222	16462	57591
2223	16470	57588
2224	16480	57590
2225	16489	57587
2226	16501	57595
2227	16508	57588
2228	16519	57590
2229	16528	57590
2230	16536	57584
2231	16546	57585
2232	16552	57575
2233	16561	57571
2234	16568	57563
2235	16578	57565
2236	16587	57564
2237	16598	57569
2238	16605	57560
2239	16613	57555
2240	16620	57545
2241	16629	57543
2242	16636	57534
2243	16645	57532
2244	16653	57525
2245	16662	57523
2246	16670	57519
2247	16679	57516
2248	16688	57516
2249	16697	57514
2250	16707	57514
2251	16715	57508
2252	16723	57504
2253	16731	57499
2254	16741	57498
2255	16748	57491
2256	16757	57488
2257	16764	57481
2258	16773	57477
2259	16781	57472
2260	16793	57480
2261	16800	57473
2262	16812	57479
2263	16819	57470
2264	16827	57467
2265	16834	57455
2266	16843	57455
2267	16849	57444
2268	16859	57443
2269	16865	57432
2270	16874	57430
2271	16881	57419
2272	16890	57418
2273	16896	57407
2274	16905	57405
2275	16913	57398
2276	16922	57395
2277	16928	57385
2278	16937	57382
2279	16944	57372
2280	16953	57369
2281	16959	57360
2282	16969	57360
2283	16976	57351
2284	16985	57348
2285	16992	57341
2286	17001	57336
2287	17008	57330
2288	17018	57329
2289	17024	57319
2290	17031	57308
2291	17039	57304
2292	17046	57293
2293	17052	57284
2294	17059	57272
2295	17066	57264
2296	17072	57252
2297	17078	57241
2298	17085	57232
2299	17093	57227
2300	17102	57222
2301	17109	57215
2302	17117	57210
2303	17126	57205
2304	17134	57201
2305	17141	57193
2306	17151	57195
2307	17159	57189
2308	17170	57192
2309	17180	57192
2310	17186	57183
2311	17193	57173
2312	17200	57164
2313	17207	57154
2314	17215	57148
2315	17222	57141
2316	17230	57136
2317	17238	57127
2318	17246	57125
2319	17253	57116
2320	17261	57108
2321	17268	57100
2322	17274	57088
2323	17283	57086
2324	17289	57075
2325	17297	57068
2326	17303	57057
2327	17311	57051
2328	17318	57040
2329	17325	57032
2330	17333	57026
2331	17339	57016
2332	17348	57012
2333	17354	57000
2334	17361	56992
2335	17367	56981
2336	17374	56971
2337	17380	56959
2338	17386	56947
2339	17393	56936
2340	17399	56924
2341	17404	56911
2342	17412	56903
2343	17417	56890
2344	17424	56880
2345	17431	56872
2346	17438	56861
2347	17444	56851
2348	17450	56839
2349	17458	56831
2350	17464	56820
2351	17470	56808
2352	17476	56797
2353	17482	56785
2354	17488	56773
2355	17494	56760
2356	17500	56747
2357	17506	56737
2358	17512	56723
2359	17518	56710
2360	17524	56701
2361	17530	56689
2362	17536	56677
2363	17543	56668
2364	17549	56655
2365	17555	56644
2366	17561	56633
2367	17567	56619
2368	17574	56610
2369	17580	56597
2370	17586	56585
2371	17592	56573
2372	17597	56560
2373	17604	56549
2374	17609	56536
2375	17615	56523
2376	17622	56514
2377	17627	56501
2378	17633	56488
2379	17640	56478
2380	17645	56465
2381	17652	56454
2382	17658	56442
2383	17663	56429
2384	17672	56424
2385	17677	56412
2386	17685	56404
2387	17691	56393
2388	17697	56381
2389	17704	56371
2390	17710	56360
2391	17716	56349
2392	17722	56338
2393	17728	56325
2394	17735	56315
2395	17740	56302
2396	17746	56289
2397	17753	56280
2398	17759	56270
2399	17766	56259
2400	17772	56247
2401	17777	56234
2402	17784	56224
2403	17790	56211
2404	17796	56199
2405	17802	56190
2406	17808	56177
2407	17814	56166
2408	17820	56154
2409	17826	56141
2410	17833	56133
2411	17839	56121
2412	17845	56110
2413	17852	56100
2414	17858	56088
2415	17864	56079
2416	17871	56070
2417	17878	56059
2418	17884	56048
2419	17890	56035
2420	17896	56026
2421	17902	56014
2422	17908	56003
2423	17915	55994
2424	17921	55981
2425	17928	55972
2426	17934	55961
2427	17940	55950
2428	17947	55942
2429	17953	55929
2430	17961	55923
2431	17970	55920
2432	17979	55919
2433	17987	55913
2434	17996	55910
2435	18005	55907
2436	18015	55910
2437	18023	55905
2438	18037	55916
2439	18048	55919
2440	18056	55916
2441	18069	55923
2442	18078	55923
2443	18091	55932
2444	18104	55941
2445	18116	55950
2446	18126	55948
2447	18135	55947
2448	18147	55953
2449	18155	55947
2450	18164	55946
2451	18173	55945
2452	18184	55946
2453	18196	55953
2454	18205	55952
2455	18215	55953
2456	18229	55963
2457	18238	55962
2458	18251	55970
2459	18264	55981
2460	18276	55986
2461	18283	55980
2462	18293	55981
2463	18302	55977
2464	18311	55974
2465	18318	55965
2466	18327	55963
2467	18335	55956
2468	18343	55952
2469	18351	55945
2470	18360	55943
2471	18368	55936
2472	18376	55933
2473	18382	55921
2474	18390	55915
2475	18397	55904
2476	18404	55895
2477	18411	55889
2478	18418	55880
2479	18425	55871
2480	18432	55861
2481	18439	55853
2482	18445	55843
2483	18453	55835
2484	18459	55825
2485	18466	55814
2486	18473	55805
2487	18479	55795
2488	18486	55786
2489	18492	55775
2490	18499	55766
2491	18507	55759
2492	18513	55749
2493	18520	55740
2494	18526	55729
2495	18533	55720
2496	18540	55709
2497	18546	55698
2498	18553	55689
2499	18559	55679
2500	18566	55669
2501	18572	55659
2502	18578	55647
2503	18585	55638
2504	18591	55626
2505	18598	55616
2506	18604	55607
2507	18610	55595
2508	18618	55587
2509	18625	55579
2510	18632	55570
2511	18638	55558
2512	18644	55546
2513	18651	55538
2514	18657	55526
2515	18663	55516
2516	18669	55504
2517	18675	55493
2518	18682	55483
2519	18688	55472
2520	18695	55462
2521	18702	55455
2522	18709	55445
2523	18718	55442
2524	18724	55432
2525	18732	55425
2526	18738	55413
2527	18744	55404
2528	18751	55394
2529	18757	55383
2530	18763	55372
2531	18770	55361
2532	18775	55349
2533	18782	55339
2534	18788	55328
2535	18795	55320
2536	18802	55309
2537	18808	55297
2538	18815	55290
2539	18821	55279
2540	18828	55271
2541	18836	55263
2542	18843	55255
2543	18849	55245
2544	18855	55234
2545	18862	55225
2546	18868	55214
2547	18875	55203
2548	18881	55193
2549	18887	55181
2550	18895	55174
2551	18901	55163
2552	18907	55153
2553	18914	55144
2554	18920	55132
2555	18928	55125
2556	18935	55118
2557	18942	55110
2558	18949	55100
2559	18955	55089
2560	18962	55081
2561	18969	55070
2562	18975	55062
2563	18982	55051
2564	18988	55041
2565	18995	55032
2566	19001	55021
2567	19008	55012
2568	19014	55001
2569	19021	54992
2570	19029	54986
2571	19035	54976
2572	19043	54968
2573	19049	54957
2574	19055	54947
2575	19062	54936
2576	19068	54925
2577	19075	54917
2578	19081	54907
2579	19089	54899
2580	19095	54890
2581	19102	54881
2582	19109	54873
2583	19115	54861
2584	19123	54856
2585	19130	54846
2586	19138	54841
2587	19146	54835
2588	19155	54831
2589	19162	54822
2590	19169	54814
2591	19176	54807
2592	19182	54796
2593	19190	54790
2594	19197	54780
2595	19205	54774
2596	19211	54763
2597	19218	54756
2598	19225	54747
2599	19231	54736
2600	19240	54731
2601	19247	54723
2602	19254	54714
2603	19260	54704
2604	19267	54694
2605	19273	54683
2606	19280	54675
2607	19289	54673
2608	19297	54666
2609	19306	54664
2610	19313	54657
2611	19322	54653
2612	19330	54647
2613	19339	54645
2614	19347	54639
2615	19356	54635
2616	19364	54631
2617	19372	54623
2618	19378	54612
2619	19385	54606
2620	19392	54596
2621	19400	54590
2622	19406	54580
2623	19414	54572
2624	19420	54562
2625	19426	54551
2626	19434	54544
2627	19440	54533
2628	19448	54527
2629	19455	54519
2630	19463	54513
2631	19470	54506
2632	19478	54499
2633	19486	54493
2634	19493	54485
2635	19502	54482
2636	19509	54473
2637	19516	54464
2638	19522	54454
2639	19529	54445
2640	19535	54435
2641	19541	54424
2642	19548	54415
2643	19555	54405
2644	19562	54397
2645	19569	54389
2646	19575	54378
2647	19582	54369
2648	19588	54358
2649	19595	54350
2650	19601	54339
2651	19607	54328
2652	19614	54319
2653	19620	54307
2654	19627	54299
2655	19634	54289
2656	19640	54278
2657	19647	54270
2658	19654	54261
2659	19661	54253
2660	19668	54246
2661	19676	54239
2662	19682	54228
2663	19689	54218
2664	19696	54211
2665	19703	54201
2666	19710	54194
2667	19716	54184
2668	19723	54174
2669	19729	54164
2670	19736	54156
2671	19744	54149
2672	19750	54139
2673	19757	54131
2674	19765	54125
2675	19773	54117
2676	19779	54107
2677	19786	54097
2678	19793	54090
2679	19799	54079
2680	19807	54072
2681	19813	54062
2682	19820	54052
2683	19827	54045
2684	19833	54034
2685	19840	54026
2686	19847	54016
2687	19853	54007
2688	19860	53997
2689	19866	53987
2690	19874	53981
2691	19881	53973
2692	19889	53965
2693	19895	53955
2694	19902	53947
2695	19909	53938
2696	19915	53928
2697	19923	53921
2698	19930	53912
2699	19937	53905
2700	19944	53896
2701	19951	53889
2702	19959	53881
2703	19965	53871
2704	19973	53865
2705	19980	53857
2706	19987	53849
2707	19994	53840
2708	20001	53831
2709	20007	53822
2710	20014	53811
2711	20022	53806
2712	20028	53795
2713	20035	53786
2714	20041	53777
2715	20048	53766
2716	20055	53758
2717	20061	53748
2718	20069	53742
2719	20075	53732
2720	20083	53726
2721	20091	53719
2722	20097	53708
2723	20104	53699
2724	20110	53689
2725	20117	53682
2726	20124	53671
2727	20130	53660
2728	20137	53652
2729	20143	53641
2730	20150	53634
2731	20156	53622
2732	20163	53614
2733	20170	53605
2734	20176	53594
2735	20183	53587
2736	20191	53579
2737	20198	53571
2738	20204	53560
2739	20210	53550
2740	20217	53541
2741	20223	53530
2742	20230	53522
2743	20236	53512
2744	20243	53503
2745	20251	53496
2746	20257	53486
2747	20264	53479
2748	20270	53468
2749	20277	53458
2750	20284	53450
2751	20290	53440
2752	20298	53432
2753	20305	53424
2754	20312	53416
2755	20318	53406
2756	20324	53395
2757	20332	53388
2758	20338	53377
2759	20345	53369
2760	20352	53362
2761	20361	53358
2762	20369	53352
2763	20377	53347
2764	20385	53342
2765	20394	53338
2766	20402	53333
2767	20411	53329
2768	20419	53324
2769	20429	53322
2770	20437	53317
2771	20444	53310
2772	20451	53300
2773	20459	53294
2774	20465	53284
2775	20472	53275
2776	20479	53267
2777	20485	53257
2778	20493	53250
2779	20500	53242
2780	20507	53235
2781	20514	53226
2782	20521	53217
2783	20528	53208
2784	20534	53199
2785	20542	53191
2786	20548	53181
2787	20555	53172
2788	20561	53163
2789	20568	53153
2790	20575	53146
2791	20582	53136
2792	20588	53126
2793	20595	53116
2794	20601	53105
2795	20608	53098
2796	20615	53089
2797	20622	53081
2798	20628	53070
2799	20634	53059
2800	20641	53051
2801	20647	53041
2802	20654	53032
2803	20660	53021
2804	20666	53011
2805	20673	53003
2806	20680	52993
2807	20687	52986
2808	20693	52975
2809	20700	52966
2810	20707	52959
2811	20714	52950
2812	20721	52942
2813	20727	52932
2814	20734	52923
2815	20741	52913
2816	20747	52903
2817	20754	52895
2818	20760	52885
2819	20767	52876
2820	20774	52868
2821	20780	52857
2822	20787	52849
2823	20793	52838
2824	20800	52829
2825	20807	52821
2826	20813	52810
2827	20821	52803
2828	20828	52795
2829	20835	52787
2830	20841	52777
2831	20847	52767
2832	20855	52759
2833	20861	52749
2834	20868	52742
2835	20875	52732
2836	20882	52724
2837	20889	52716
2838	20895	52706
2839	20903	52699
2840	20909	52690
2841	20917	52682
2842	20924	52675
2843	20931	52666
2844	20937	52656
2845	20944	52647
2846	20951	52640
2847	20957	52629
2848	20964	52621
2849	20970	52610
2850	20976	52599
2851	20983	52591
2852	20989	52581
2853	20996	52571
2854	21002	52562
2855	21008	52551
2856	21015	52543
2857	21021	52532
2858	21028	52523
2859	21036	52516
2860	21042	52506
2861	21050	52500
2862	21056	52489
2863	21063	52482
2864	21069	52472
2865	21075	52461
2866	21082	52453
2867	21089	52443
2868	21096	52435
2869	21102	52424
2870	21108	52414
2871	21115	52405
2872	21121	52395
2873	21128	52386
2874	21136	52380
2875	21142	52370
2876	21149	52361
2877	21155	52351
2878	21162	52343
2879	21168	52332
2880	21174	52321
2881	21180	52312
2882	21186	52302
2883	21193	52293
2884	21199	52283
2885	21205	52272
2886	21212	52264
2887	21219	52254
2888	21226	52247
2889	21232	52236
2890	21238	52225
2891	21246	52218
2892	21252	52209
2893	21259	52201
2894	21265	52191
2895	21271	52180
2896	21278	52171
2897	21284	52161
2898	21292	52155
2899	21298	52144
2900	21304	52134
2901	21311	52126
2902	21317	52115
2903	21325	52108
2904	21331	52098
2905	21337	52088
2906	21345	52081
2907	21352	52073
2908	21359	52066
2909	21365	52056
2910	21372	52048
2911	21378	52037
2912	21384	52026
2913	21392	52019
2914	21398	52008
2915	21405	52001
2916	21411	51990
2917	21417	51980
2918	21425	51974
2919	21432	51967
2920	21441	51962
2921	21449	51957
2922	21458	51952
2923	21465	51946
2924	21475	51943
2925	21483	51938
2926	21491	51933
2927	21499	51927
2928	21508	51923
2929	21515	51917
2930	21523	51910
2931	21529	51900
2932	21537	51893
2933	21543	51883
2934	21549	51873
2935	21557	51866
2936	21564	51857
2937	21571	51850
2938	21578	51842
2939	21586	51837
2940	21594	51830
2941	21602	51826
2942	21610	51819
2943	21617	51811
2944	21624	51802
2945	21630	51792
2946	21638	51786
2947	21644	51775
2948	21651	51768
2949	21659	51762
2950	21666	51755
2951	21673	51746
2952	21680	51736
2953	21687	51729
2954	21693	51720
2955	21701	51712
2956	21707	51703
2957	21714	51694
2958	21720	51685
2959	21727	51676
2960	21735	51671
2961	21742	51661
2962	21749	51654
2963	21756	51647
2964	21763	51638
2965	21770	51630
2966	21777	51620
2967	21784	51613
2968	21790	51603
2969	21798	51596
2970	21804	51586
2971	21812	51579
2972	21818	51570
2973	21824	51560
2974	21832	51554
2975	21839	51545
2976	21846	51537
2977	21852	51527
2978	21859	51519
2979	21867	51513
2980	21874	51506
2981	21882	51498
2982	21888	51490
2983	21896	51483
2984	21903	51475
2985	21910	51468
2986	21918	51461
2987	21924	51451
2988	21932	51444
2989	21938	51434
2990	21945	51426
2991	21952	51417
2992	21958	51407
2993	21965	51399
2994	21971	51389
2995	21979	51383
2996	21985	51373
2997	21991	51363
2998	21998	51353
2999	22004	51343
3000	22011	51335
3001	22017	51324
3002	22023	51314
3003	22030	51306
3004	22036	51295
3005	22043	51288
3006	22049	51277
3007	22055	51267
3008	22062	51258
3009	22068	51249
3010	22076	51243
3011	22083	51235
3012	22091	51228
3013	22097	51218
3014	22103	51208
3015	22110	51199
3016	22116	51189
3017	22123	51182
3018	22130	51172
3019	22136	51162
3020	22143	51155
3021	22149	51145
3022	22157	51140
3023	22163	51129
3024	22170	51120
3025	22177	51113
3026	22184	51104
3027	22191	51095
3028	22197	51085
3029	22204	51077
3030	22210	51067
3031	22216	51057
3032	22224	51050
3033	22230	51040
3034	22237	51031
3035	22243	51022
3036	22249	51011
3037	22256	51003
3038	22262	50994
3039	22269	50986
3040	22277	50979
3041	22283	50969
3042	22290	50962
3043	22296	50951
3044	22304	50944
3045	22310	50934
3046	22316	50924
3047	22323	50916
3048	22330	50907
3049	22338	50902
3050	22346	50896
3051	22355	50893
3052	22363	50887
3053	22371	50882
3054	22378	50873
3055	22385	50865
3056	22392	50857
3057	22399	50850
3058	22406	50841
3059	22414	50835
3060	22421	50827
3061	22427	50817
3062	22434	50810
3063	22440	50799
3064	22446	50789
3065	22453	50780
3066	22459	50769
3067	22466	50762
3068	22472	50751
3069	22479	50742
3070	22486	50736
3071	22494	50730
3072	22503	50725
3073	22510	50718
3074	22519	50713
3075	22526	50707
3076	22536	50704
3077	22543	50698
3078	22552	50693
3079	22560	50687
3080	22569	50684
3081	22577	50678
3082	22586	50673
3083	22593	50666
3084	22601	50661
3085	22608	50653
3086	22616	50648
3087	22623	50638
3088	22631	50632
3089	22637	50623
3090	22645	50616
3091	22651	50607
3092	22658	50597
3093	22666	50592
3094	22673	50584
3095	22681	50579
3096	22687	50569
3097	22695	50563
3098	22703	50557
3099	22711	50550
3100	22717	50542
3101	22724	50532
3102	22732	50526
3103	22739	50518
3104	22746	50512
3105	22753	50502
3106	22761	50496
3107	22767	50487
3108	22774	50479
3109	22781	50470
3110	22787	50461
3111	22795	50454
3112	22802	50446
3113	22809	50438
3114	22817	50431
3115	22823	50423
3116	22830	50413
3117	22836	50404
3118	22844	50398
3119	22851	50391
3120	22860	50386
3121	22867	50377
3122	22874	50371
3123	22884	50369
3124	22895	50370
3125	22903	50364
3126	22915	50367
3127	22926	50366
3128	22934	50361
3129	22944	50360
3130	22951	50353
3131	22963	50355
3132	22969	50346
3133	22981	50348
3134	22992	50348
3135	23001	50345
3136	23014	50349
3137	23025	50350
3138	23035	50350
3139	23047	50352
3140	23057	50350
3141	23065	50344
3142	23076	50344
3143	23082	50335
3144	23092	50334
3145	23100	50327
3146	23109	50323
3147	23117	50317
3148	23125	50312
3149	23133	50306
3150	23141	50300
3151	23149	50293
3152	23157	50288
3153	23165	50281
3154	23173	50275
3155	23180	50268
3156	23188	50263
3157	23194	50252
3158	23203	50247
3159	23211	50242
3160	23223	50245
3161	23231	50240
3162	23241	50236
3163	23249	50231
3164	23258	50227
3165	23266	50222
3166	23274	50216
3167	23285	50217
3168	23293	50211
3169	23304	50210
3170	23311	50204
3171	23321	50201
3172	23328	50193
3173	23338	50192
3174	23346	50186
3175	23356	50184
3176	23363	50176
3177	23372	50172
3178	23379	50165
3179	23388	50160
3180	23394	50150
3181	23405	50150
3182	23413	50145
3183	23422	50140
3184	23429	50133
3185	23439	50131
3186	23448	50126
3187	23454	50117
3188	23461	50109
3189	23468	50100
3190	23474	50091
3191	23482	50084
3192	23490	50077
3193	23498	50071
3194	23505	50064
3195	23513	50057
3196	23520	50050
3197	23528	50044
3198	23535	50036
3199	23543	50030
3200	23551	50024
3201	23560	50019
3202	23567	50012
3203	23575	50006
3204	23583	50000
3205	23592	49997
3206	23601	49991
3207	23610	49988
3208	23618	49983
3209	23629	49982
3210	23637	49977
3211	23646	49973
3212	23655	49968
3213	23663	49962
3214	23671	49956
3215	23679	49951
3216	23686	49943
3217	23694	49937
3218	23701	49928
3219	23709	49922
3220	23716	49914
3221	23724	49907
3222	23731	49900
3223	23739	49893
3224	23746	49886
3225	23754	49879
3226	23762	49873
3227	23769	49865
3228	23777	49860
3229	23784	49852
