iter	Passed	Remaining
193	605	30630
194	608	30614
195	611	30596
196	614	30596
197	617	30556
198	619	30517
199	621	30476
200	624	30435
201	626	30397
202	629	30381
203	632	30369
204	634	30331
205	637	30329
206	640	30324
207	644	30318
208	647	30319
209	649	30299
210	653	30299
211	656	30293
212	659	30296
213	662	30277
214	665	30273
215	668	30265
216	671	30268
217	674	30249
218	676	30230
219	679	30219
220	682	30215
221	685	30205
222	688	30193
223	691	30174
224	694	30182
225	698	30189
226	701	30181
227	703	30165
228	706	30146
229	710	30172
230	713	30162
231	716	30148
232	718	30133
233	721	30116
234	725	30159
235	729	30169
236	732	30161
237	734	30141
238	737	30128
239	741	30149
240	744	30156
241	747	30154
242	750	30148
243	753	30138
244	757	30169
245	760	30166
246	763	30155
247	766	30136
248	769	30123
249	773	30155
250	776	30151
251	779	30145
252	782	30135
253	785	30125
254	789	30163
255	792	30164
256	795	30158
257	798	30147
258	801	30140
259	805	30172
260	808	30157
261	810	30142
262	813	30132
263	816	30118
264	820	30143
265	823	30139
266	826	30127
267	829	30118
268	832	30103
269	836	30135
270	839	30153
271	843	30159
272	846	30160
273	849	30155
274	853	30175
275	856	30171
276	859	30162
277	862	30152
278	865	30141
279	869	30177
280	872	30172
281	875	30164
282	878	30154
283	881	30143
284	885	30188
285	888	30180
286	891	30171
287	894	30161
288	897	30152
289	901	30200
290	904	30192
291	907	30177
292	910	30162
293	913	30147
294	917	30188
295	920	30179
296	923	30164
297	926	30150
298	928	30136
299	933	30175
300	936	30171
301	939	30164
302	942	30158
303	945	30152
304	951	30230
305	954	30237
306	958	30253
307	961	30249
308	965	30269
309	968	30260
310	970	30237
311	973	30214
312	975	30189
313	979	30213
314	982	30210
315	985	30202
316	988	30191
317	991	30178
318	995	30206
319	998	30207
320	1001	30199
321	1004	30193
322	1007	30183
323	1012	30226
324	1015	30236
325	1018	30238
326	1022	30243
327	1026	30262
328	1029	30275
329	1033	30289
330	1036	30288
331	1040	30301
332	1045	30342
333	1048	30348
334	1052	30363
335	1055	30370
336	1060	30405
337	1063	30407
338	1066	30399
339	1070	30407
340	1075	30467
341	1085	30650
342	1088	30641
343	1092	30653
344	1095	30650
345	1098	30645
346	1101	30634
347	1104	30627
348	1108	30667
349	1112	30659
350	1114	30651
351	1118	30645
352	1121	30647
353	1125	30655
354	1128	30656
355	1131	30649
356	1134	30640
357	1138	30655
358	1141	30663
359	1145	30679
360	1149	30702
361	1153	30723
362	1158	30748
363	1162	30761
364	1165	30775
365	1170	30801
366	1174	30819
367	1178	30834
368	1181	30843
369	1186	30880
370	1189	30883
371	1193	30877
372	1196	30883
373	1200	30885
374	1204	30924
375	1208	30932
376	1211	30927
377	1215	30931
378	1220	30981
379	1223	30974
380	1226	30965
381	1229	30957
382	1234	30996
383	1237	30990
384	1240	30977
385	1243	30963
386	1246	30952
387	1250	30981
388	1254	30993
389	1257	30988
390	1260	30976
391	1264	30989
392	1267	30995
393	1270	30983
394	1273	30968
395	1276	30958
396	1280	30977
397	1284	30980
398	1287	30972
399	1290	30965
400	1293	30963
401	1297	30981
402	1300	30972
403	1303	30959
404	1306	30951
405	1309	30942
406	1313	30958
407	1316	30952
408	1319	30944
409	1322	30937
410	1325	30926
411	1330	30957
412	1333	30953
413	1336	30946
414	1339	30938
415	1342	30932
416	1347	30960
417	1350	30956
418	1353	30949
419	1356	30942
420	1360	30966
421	1364	30973
422	1368	30979
423	1371	30969
424	1373	30949
425	1377	30952
426	1380	30944
427	1383	30936
428	1386	30926
429	1389	30918
430	1393	30941
431	1396	30927
432	1398	30910
433	1401	30887
434	1403	30868
435	1406	30853
436	1410	30864
437	1413	30863
438	1416	30854
439	1419	30847
440	1424	30866
441	1427	30865
442	1430	30860
443	1433	30842
444	1435	30822
445	1439	30828
446	1443	30850
447	1446	30849
448	1449	30840
449	1452	30831
450	1457	30851
451	1460	30855
452	1463	30852
453	1466	30843
454	1471	30858
455	1474	30856
456	1477	30848
457	1480	30840
458	1483	30833
459	1487	30849
460	1490	30835
461	1492	30817
462	1495	30800
463	1497	30783
464	1500	30765
465	1503	30766
466	1506	30747
467	1508	30729
468	1511	30712
469	1513	30694
470	1516	30682
471	1519	30681
472	1522	30664
473	1524	30644
474	1527	30624
475	1529	30607
476	1532	30599
477	1536	30609
478	1539	30601
479	1542	30594
480	1545	30579
481	1548	30575
482	1551	30580
483	1555	30576
484	1558	30572
485	1561	30562
486	1563	30545
487	1567	30545
488	1570	30538
489	1573	30531
490	1576	30522
491	1579	30517
492	1582	30517
493	1585	30518
494	1588	30509
495	1591	30502
496	1594	30495
497	1598	30499
498	1601	30485
499	1603	30468
500	1606	30453
501	1609	30457
502	1613	30465
503	1616	30460
504	1619	30448
505	1622	30449
506	1625	30441
507	1629	30438
508	1633	30449
509	1636	30447
510	1639	30443
511	1643	30449
512	1648	30478
513	1652	30489
514	1655	30496
515	1659	30500
516	1663	30513
517	1667	30518
518	1670	30515
519	1673	30500
520	1675	30485
521	1679	30486
522	1682	30483
523	1685	30473
524	1688	30464
525	1691	30457
526	1695	30468
527	1698	30463
528	1700	30448
529	1703	30434
530	1705	30418
531	1709	30419
532	1712	30411
533	1715	30401
534	1717	30392
535	1720	30383
536	1723	30379
537	1727	30382
538	1730	30372
539	1733	30362
540	1736	30353
541	1739	30346
542	1742	30350
543	1745	30342
544	1748	30331
545	1751	30323
546	1754	30318
547	1757	30318
548	1761	30317
549	1764	30310
550	1767	30304
551	1770	30297
552	1773	30302
553	1776	30293
554	1779	30284
555	1782	30276
556	1785	30269
557	1789	30275
558	1792	30268
559	1795	30260
560	1798	30255
561	1801	30247
562	1804	30253
563	1807	30246
564	1810	30235
565	1813	30226
566	1816	30220
567	1819	30220
568	1823	30220
569	1826	30211
570	1829	30205
571	1832	30199
572	1835	30195
573	1838	30195
574	1841	30186
575	1844	30179
576	1847	30170
577	1850	30163
578	1854	30171
579	1857	30166
580	1860	30159
581	1863	30150
582	1866	30142
583	1870	30154
584	1873	30154
585	1876	30150
586	1879	30143
587	1882	30139
588	1886	30138
589	1889	30130
590	1892	30124
591	1895	30116
592	1897	30108
593	1902	30122
594	1905	30124
595	1909	30123
596	1912	30119
597	1915	30115
598	1918	30110
599	1921	30103
600	1924	30095
601	1927	30088
602	1930	30080
603	1933	30085
604	1936	30077
605	1939	30070
606	1942	30064
607	1945	30058
608	1949	30063
609	1952	30056
610	1955	30046
611	1958	30038
612	1961	30031
613	1964	30035
614	1967	30031
615	1971	30027
616	1973	30019
617	1977	30014
618	1980	30020
619	1983	30012
620	1986	30005
621	1989	29996
622	1992	29990
623	1996	29994
624	1999	29988
625	2001	29974
626	2004	29960
627	2006	29946
628	2009	29933
629	2013	29940
630	2016	29933
631	2018	29919
632	2020	29905
633	2023	29892
634	2026	29880
635	2029	29886
636	2032	29882
637	2035	29874
638	2038	29867
639	2041	29864
640	2045	29869
641	2049	29871
642	2052	29869
643	2056	29871
644	2060	29880
645	2063	29878
646	2066	29876
647	2070	29876
648	2073	29876
649	2077	29887
650	2081	29890
651	2085	29894
652	2088	29898
653	2092	29903
654	2095	29902
655	2099	29898
656	2101	29890
657	2105	29891
658	2109	29894
659	2112	29888
660	2114	29881
661	2117	29875
662	2120	29868
663	2124	29870
664	2127	29864
665	2130	29856
666	2133	29848
667	2136	29842
668	2140	29848
669	2142	29840
670	2145	29831
671	2148	29823
672	2151	29816
673	2155	29820
674	2157	29812
675	2160	29804
676	2164	29802
677	2167	29795
678	2170	29798
679	2174	29798
680	2177	29796
681	2180	29794
682	2184	29792
683	2187	29796
684	2191	29798
685	2194	29795
686	2197	29793
687	2201	29793
688	2204	29792
689	2208	29793
690	2211	29793
691	2214	29792
692	2218	29800
693	2222	29799
694	2225	29799
695	2228	29795
696	2232	29801
697	2236	29807
698	2239	29804
699	2243	29805
700	2246	29801
701	2250	29801
702	2253	29795
703	2255	29787
704	2258	29780
705	2261	29774
706	2265	29776
707	2268	29773
708	2271	29766
709	2274	29759
710	2277	29751
711	2280	29747
712	2283	29749
713	2287	29747
714	2290	29743
715	2293	29736
716	2296	29737
717	2299	29730
718	2302	29722
719	2305	29714
720	2308	29707
721	2311	29698
722	2314	29703
723	2317	29695
724	2320	29688
725	2323	29680
726	2326	29670
727	2329	29671
728	2332	29659
729	2334	29647
730	2337	29640
731	2340	29634
732	2343	29626
733	2347	29630
734	2350	29623
735	2352	29614
736	2355	29606
737	2358	29599
738	2362	29601
739	2364	29593
740	2367	29586
741	2370	29575
742	2373	29571
743	2376	29568
744	2380	29571
745	2383	29569
746	2386	29564
747	2389	29555
748	2392	29552
749	2395	29541
750	2397	29529
751	2400	29515
752	2402	29504
753	2405	29492
754	2408	29487
755	2411	29486
756	2414	29475
757	2416	29466
758	2419	29456
759	2421	29443
760	2425	29443
761	2428	29435
762	2430	29425
763	2433	29414
764	2435	29401
765	2437	29388
766	2441	29388
767	2443	29376
768	2446	29367
769	2449	29358
770	2451	29346
771	2454	29337
772	2457	29332
773	2459	29321
774	2462	29314
775	2465	29307
776	2468	29296
777	2470	29285
778	2474	29286
779	2476	29278
780	2479	29270
781	2482	29258
782	2484	29245
783	2487	29240
784	2490	29237
785	2493	29229
786	2496	29223
787	2498	29211
788	2501	29199
789	2504	29200
790	2507	29193
791	2510	29186
792	2513	29179
793	2516	29172
794	2519	29172
795	2522	29161
796	2524	29149
797	2526	29137
798	2529	29125
799	2531	29116
800	2534	29112
801	2537	29103
802	2539	29091
803	2542	29079
804	2544	29067
805	2547	29059
806	2550	29058
807	2553	29047
808	2555	29035
809	2558	29024
810	2560	29013
811	2563	29011
812	2566	29003
813	2569	28991
814	2571	28979
815	2574	28970
816	2576	28960
817	2579	28956
818	2582	28947
819	2584	28937
820	2587	28929
821	2590	28924
822	2593	28920
823	2596	28909
824	2598	28897
825	2600	28886
826	2603	28876
827	2606	28870
828	2609	28872
829	2612	28866
830	2615	28860
831	2618	28855
832	2621	28852
833	2625	28856
834	2629	28856
835	2632	28859
836	2636	28858
837	2639	28852
838	2643	28860
839	2646	28859
840	2650	28860
841	2653	28862
842	2658	28873
843	2661	28875
844	2664	28870
845	2667	28864
846	2670	28860
847	2674	28864
848	2678	28867
849	2681	28868
850	2685	28868
851	2689	28872
852	2692	28876
853	2696	28879
854	2700	28879
855	2703	28881
856	2707	28886
857	2710	28884
858	2714	28881
859	2717	28878
860	2721	28884
861	2724	28881
862	2727	28880
863	2730	28877
864	2734	28877
865	2738	28881
866	2741	28879
867	2744	28873
868	2748	28877
869	2752	28882
870	2755	28877
871	2758	28875
872	2761	28874
873	2765	28879
874	2769	28881
875	2773	28884
876	2776	28885
877	2781	28893
878	2785	28900
879	2789	28904
880	2792	28908
881	2796	28911
882	2800	28912
883	2803	28912
884	2807	28916
885	2811	28919
886	2815	28922
887	2819	28927
888	2822	28927
889	2826	28928
890	2829	28931
891	2833	28931
892	2837	28935
893	2847	29001
894	2850	29002
895	2854	29005
896	2858	29007
897	2862	29011
898	2865	29012
899	2869	29012
900	2872	29007
901	2875	29006
902	2879	29012
903	2884	29020
904	2888	29029
905	2892	29033
906	2896	29040
907	2901	29048
908	2905	29054
909	2909	29061
910	2913	29064
911	2917	29067
912	2920	29070
913	2925	29077
914	2928	29076
915	2931	29069
916	2934	29067
917	2938	29066
918	2941	29068
919	2945	29066
920	2948	29062
921	2951	29060
922	2954	29055
923	2958	29059
924	2961	29057
925	2965	29054
926	2968	29054
927	2972	29061
928	2976	29060
929	2979	29058
930	2982	29056
931	2986	29056
932	2990	29063
933	2994	29068
934	2997	29064
935	3000	29058
936	3004	29056
937	3007	29054
938	3010	29050
939	3013	29045
940	3016	29041
941	3020	29044
942	3023	29042
943	3026	29036
944	3029	29033
945	3033	29028
946	3036	29031
947	3040	29028
948	3043	29025
949	3046	29020
950	3049	29019
951	3054	29033
952	3058	29032
953	3061	29032
954	3065	29032
955	3069	29037
956	3072	29036
957	3076	29035
958	3080	29036
959	3083	29039
960	3087	29041
961	3091	29044
962	3095	29045
963	3098	29044
964	3103	29053
965	3106	29055
966	3110	29055
967	3114	29056
968	3118	29059
969	3121	29057
970	3124	29054
971	3127	29050
972	3131	29050
973	3134	29051
974	3138	29046
975	3141	29042
976	3144	29039
977	3148	29042
978	3151	29039
979	3154	29031
980	3156	29022
981	3159	29012
982	3162	29006
983	3165	29004
984	3168	29000
985	3171	28995
986	3174	28990
987	3177	28984
988	3180	28980
989	3183	28975
990	3186	28969
991	3189	28965
992	3192	28960
993	3196	28965
994	3200	28963
995	3203	28959
996	3206	28955
997	3209	28950
998	3213	28952
999	3216	28951
1000	3220	28948
1001	3223	28946
1002	3227	28949
1003	3230	28947
1004	3234	28945
1005	3237	28941
1006	3240	28939
1007	3245	28947
1008	3247	28942
1009	3251	28939
1010	3254	28936
1011	3257	28934
1012	3261	28935
1013	3264	28932
1014	3267	28929
1015	3271	28924
1016	3274	28921
1017	3277	28918
1018	3280	28912
1019	3283	28906
1020	3286	28903
1021	3289	28901
1022	3293	28898
1023	3296	28894
1024	3299	28888
1025	3302	28884
1026	3305	28880
1027	3308	28871
1028	3310	28862
1029	3313	28852
1030	3315	28846
1031	3319	28842
1032	3322	28843
1033	3325	28838
1034	3329	28835
1035	3331	28827
1036	3334	28818
1037	3337	28813
1038	3340	28812
1039	3343	28806
1040	3346	28802
1041	3349	28797
1042	3352	28792
1043	3355	28786
1044	3358	28778
1045	3360	28770
1046	3363	28761
1047	3366	28752
1048	3368	28745
1049	3371	28738
1050	3374	28729
1051	3377	28725
1052	3379	28718
1053	3382	28709
1054	3385	28708
1055	3388	28700
1056	3391	28692
1057	3393	28683
1058	3396	28675
1059	3398	28666
1060	3402	28664
1061	3405	28659
1062	3408	28652
1063	3410	28645
1064	3413	28636
1065	3416	28629
1066	3419	28624
1067	3421	28615
1068	3424	28607
1069	3426	28598
1070	3429	28590
1071	3432	28585
1072	3435	28579
1073	3437	28570
1074	3440	28562
1075	3442	28553
1076	3445	28544
1077	3448	28540
1078	3451	28533
1079	3453	28524
1080	3456	28515
1081	3458	28506
1082	3460	28495
1083	3463	28489
1084	3466	28482
1085	3468	28472
1086	3471	28462
1087	3473	28452
1088	3475	28443
1089	3478	28434
1090	3482	28438
1091	3485	28430
1092	3487	28420
1093	3489	28410
1094	3492	28400
1095	3494	28390
1096	3498	28393
1097	3501	28384
1098	3503	28376
1099	3505	28366
1100	3508	28357
1101	3511	28352
1102	3514	28352
1103	3517	28346
1104	3520	28338
1105	3522	28329
1106	3525	28320
1107	3528	28314
1108	3530	28305
1109	3533	28296
1110	3535	28287
1111	3537	28277
1112	3540	28269
1113	3543	28266
1114	3546	28260
1115	3548	28251
1116	3551	28242
1117	3553	28233
1118	3556	28225
1119	3559	28220
1120	3562	28214
1121	3564	28205
1122	3567	28197
1123	3569	28188
1124	3571	28179
1125	3575	28177
1126	3577	28169
1127	3580	28160
1128	3582	28152
1129	3585	28143
1130	3588	28138
1131	3591	28138
1132	3594	28130
1133	3596	28121
1134	3599	28112
1135	3602	28106
1136	3605	28101
1137	3608	28100
1138	3611	28097
1139	3614	28093
1140	3617	28088
1141	3620	28081
1142	3623	28079
1143	3626	28075
1144	3629	28067
1145	3632	28063
1146	3635	28057
1147	3638	28056
1148	3641	28052
1149	3644	28047
1150	3647	28043
1151	3650	28036
1152	3652	28028
1153	3656	28030
1154	3659	28022
1155	3662	28017
1156	3665	28012
1157	3667	28005
1158	3671	28006
1159	3674	27999
1160	3677	27994
1161	3680	27992
1162	3683	27987
1163	3686	27986
1164	3689	27978
1165	3692	27973
1166	3694	27966
1167	3697	27959
1168	3700	27953
1169	3704	27954
1170	3707	27950
1171	3710	27945
1172	3712	27940
1173	3715	27935
1174	3719	27938
1175	3723	27939
1176	3726	27936
1177	3729	27931
1178	3732	27927
1179	3736	27925
1180	3738	27919
1181	3741	27913
1182	3744	27907
1183	3747	27901
1184	3750	27902
1185	3753	27897
1186	3756	27890
1187	3759	27884
1188	3762	27879
1189	3765	27876
1190	3768	27876
1191	3771	27871
1192	3774	27865
1193	3777	27860
1194	3780	27855
1195	3784	27856
1196	3787	27851
1197	3790	27846
1198	3792	27841
1199	3797	27846
1200	3800	27844
1201	3803	27839
1202	3805	27830
1203	3808	27822
1204	3811	27817
1205	3814	27817
1206	3817	27813
1207	3821	27811
1208	3824	27807
1209	3827	27801
1210	3830	27800
1211	3833	27795
1212	3836	27790
1213	3839	27788
1214	3842	27785
1215	3845	27780
1216	3848	27773
1217	3850	27765
1218	3854	27762
1219	3857	27760
1220	3860	27755
1221	3863	27750
1222	3865	27742
1223	3868	27734
1224	3879	27791
1225	3882	27785
1226	3885	27779
1227	3888	27775
1228	3891	27770
1229	3894	27765
1230	3897	27760
1231	3899	27755
1232	3904	27759
1233	3906	27751
1234	3909	27747
1235	3912	27741
1236	3915	27737
1237	3919	27737
1238	3922	27736
1239	3925	27732
1240	3928	27728
1241	3931	27721
1242	3934	27718
1243	3937	27713
1244	3940	27707
1245	3942	27700
1246	3945	27695
1247	3948	27690
1248	3952	27693
1249	3955	27688
1250	3958	27683
1251	3961	27677
1252	3964	27672
1253	3967	27673
1254	3970	27667
1255	3973	27660
1256	3975	27654
1257	3978	27648
1258	3982	27648
1259	3985	27648
1260	3988	27641
1261	3991	27634
1262	3993	27628
1263	3997	27627
1264	4001	27628
1265	4004	27623
1266	4006	27617
1267	4009	27612
1268	4013	27610
1269	4016	27609
1270	4020	27609
1271	4023	27606
1272	4026	27601
1273	4029	27598
1274	4032	27593
1275	4035	27588
1276	4037	27582
1277	4040	27577
1278	4044	27575
1279	4048	27577
1280	4050	27572
1281	4053	27565
1282	4056	27559
1283	4059	27559
1284	4064	27563
1285	4067	27562
1286	4070	27560
1287	4074	27559
1288	4078	27561
1289	4081	27559
1290	4084	27554
1291	4090	27566
1292	4093	27567
1293	4097	27564
1294	4100	27565
1295	4104	27563
1296	4107	27564
1297	4111	27563
1298	4114	27562
1299	4118	27560
1300	4121	27557
1301	4125	27558
1302	4128	27556
1303	4131	27552
1304	4134	27549
1305	4137	27544
1306	4141	27545
1307	4144	27541
1308	4147	27538
1309	4150	27533
1310	4153	27528
1311	4157	27527
1312	4160	27523
1313	4163	27518
1314	4165	27514
1315	4168	27510
1316	4172	27507
1317	4175	27505
1318	4178	27500
1319	4181	27494
1320	4184	27489
1321	4186	27484
1322	4190	27486
1323	4194	27483
1324	4197	27478
1325	4200	27474
1326	4203	27472
1327	4207	27473
1328	4210	27471
1329	4213	27469
1330	4217	27466
1331	4220	27467
1332	4224	27468
1333	4228	27467
1334	4231	27467
1335	4235	27466
1336	4239	27466
1337	4242	27465
1338	4246	27464
1339	4249	27464
1340	4254	27468
1341	4257	27467
1342	4260	27466
1343	4264	27466
1344	4268	27470
1345	4272	27469
1346	4275	27467
1347	4279	27466
1348	4282	27463
1349	4285	27461
1350	4288	27454
1351	4290	27446
1352	4293	27439
1353	4296	27432
1354	4299	27431
1355	4302	27428
1356	4305	27424
1357	4308	27420
1358	4312	27417
